kW;día;hora;temperatura;año;mes;estacion;tipo_dia
41,088;19;20;24,95;2020;10;primavera;habil
43,536;19;21;23,95;2020;10;primavera;habil
43,296;19;22;23,1;2020;10;primavera;habil
44,88;19;23;22,1;2020;10;primavera;habil
;20;0;21;2020;10;primavera;habil
33,648;20;1;19,8;2020;10;primavera;habil
30,144;20;2;18,85;2020;10;primavera;habil
;20;3;17,2;2020;10;primavera;habil
24,672;20;4;16,4;2020;10;primavera;habil
24,24;20;5;15,4;2020;10;primavera;habil
25,296;20;6;14,5;2020;10;primavera;habil
20,88;20;7;13,8;2020;10;primavera;habil
22,08;20;8;14,35;2020;10;primavera;habil
24;20;9;16,15;2020;10;primavera;habil
24,096;20;10;18,7;2020;10;primavera;habil
29,28;20;11;20,4;2020;10;primavera;habil
28,8;20;12;21,55;2020;10;primavera;habil
29,856;20;13;22,5;2020;10;primavera;habil
29,568;20;14;23,4;2020;10;primavera;habil
32,352;20;15;24,1;2020;10;primavera;habil
30,72;20;16;24,6;2020;10;primavera;habil
32,16;20;17;25,2;2020;10;primavera;habil
33,072;20;18;25,4;2020;10;primavera;habil
;20;19;25,3;2020;10;primavera;habil
;20;20;24,65;2020;10;primavera;habil
42,288;20;21;23,6;2020;10;primavera;habil
43,344;20;22;22,7;2020;10;primavera;habil
41,568;20;23;21,95;2020;10;primavera;habil
37,728;21;0;20,85;2020;10;primavera;habil
33,648;21;1;19,2;2020;10;primavera;habil
30,24;21;2;18,95;2020;10;primavera;habil
27,936;21;3;17,2;2020;10;primavera;habil
25,536;21;4;15,75;2020;10;primavera;habil
26,064;21;5;14,55;2020;10;primavera;habil
25,584;21;6;13,65;2020;10;primavera;habil
21,552;21;7;13,15;2020;10;primavera;habil
22,176;21;8;13,45;2020;10;primavera;habil
28,08;21;9;14,7;2020;10;primavera;habil
28,56;21;10;16,25;2020;10;primavera;habil
29,232;21;11;17,7;2020;10;primavera;habil
28,848;21;12;19,5;2020;10;primavera;habil
30,768;21;13;20,9;2020;10;primavera;habil
30,96;21;14;22,45;2020;10;primavera;habil
30,048;21;15;23,8;2020;10;primavera;habil
32,448;21;16;24,8;2020;10;primavera;habil
32,688;21;17;25,45;2020;10;primavera;habil
37,584;21;18;25,7;2020;10;primavera;habil
36,432;21;19;25,5;2020;10;primavera;habil
39,312;21;20;23,7;2020;10;primavera;habil
42,672;21;21;21,7;2020;10;primavera;habil
42,096;21;22;20,15;2020;10;primavera;habil
41,808;21;23;19,9;2020;10;primavera;habil
37,344;22;0;19,55;2020;10;primavera;habil
32,064;22;1;19,2;2020;10;primavera;habil
28,656;22;2;18,9;2020;10;primavera;habil
;22;3;18;2020;10;primavera;habil
25,2;22;4;16,7;2020;10;primavera;habil
24,864;22;5;14,8;2020;10;primavera;habil
26,976;22;6;13,95;2020;10;primavera;habil
24,72;22;7;13,65;2020;10;primavera;habil
21,12;22;8;13,45;2020;10;primavera;habil
21,552;22;9;13,75;2020;10;primavera;habil
23,904;22;10;14,55;2020;10;primavera;habil
27,36;22;11;15,95;2020;10;primavera;habil
24,384;22;12;17,75;2020;10;primavera;habil
26,592;22;13;19,75;2020;10;primavera;habil
27,36;22;14;21,55;2020;10;primavera;habil
27,936;22;15;22,9;2020;10;primavera;habil
32,112;22;16;24,1;2020;10;primavera;habil
28,8;22;17;24,95;2020;10;primavera;habil
32,544;22;18;25,2;2020;10;primavera;habil
36,432;22;19;25,4;2020;10;primavera;habil
41,232;22;20;24,9;2020;10;primavera;habil
41,664;22;21;24,2;2020;10;primavera;habil
41,424;22;22;23,5;2020;10;primavera;habil
43,104;22;23;22,65;2020;10;primavera;habil
38,688;23;0;21,75;2020;10;primavera;habil
32,592;23;1;21,5;2020;10;primavera;habil
27,792;23;2;21;2020;10;primavera;habil
26,16;23;3;20,7;2020;10;primavera;habil
24,336;23;4;20,3;2020;10;primavera;habil
24,048;23;5;19,3;2020;10;primavera;habil
24;23;6;17,8;2020;10;primavera;habil
19,056;23;7;16,55;2020;10;primavera;habil
24;23;8;16,1;2020;10;primavera;habil
24,528;23;9;17,4;2020;10;primavera;habil
26,976;23;10;19,2;2020;10;primavera;habil
27,84;23;11;20,95;2020;10;primavera;habil
30,672;23;12;22,7;2020;10;primavera;habil
34,176;23;13;24,5;2020;10;primavera;habil
38,256;23;14;26,05;2020;10;primavera;habil
;23;15;27,25;2020;10;primavera;habil
36,96;23;16;28,15;2020;10;primavera;habil
42,864;23;17;28,55;2020;10;primavera;habil
44,88;23;18;28,95;2020;10;primavera;habil
39,552;23;19;28,65;2020;10;primavera;habil
43,296;23;20;28,2;2020;10;primavera;habil
48,672;23;21;27,6;2020;10;primavera;habil
47,76;23;22;27,15;2020;10;primavera;habil
45,504;23;23;26;2020;10;primavera;habil
46,128;24;0;25,2;2020;10;primavera;no habil
41,568;24;1;24,4;2020;10;primavera;no habil
35,472;24;2;24,35;2020;10;primavera;no habil
31,968;24;3;23,55;2020;10;primavera;no habil
;24;4;22;2020;10;primavera;no habil
28,464;24;5;21,5;2020;10;primavera;no habil
26,736;24;6;20,9;2020;10;primavera;no habil
23,568;24;7;20,5;2020;10;primavera;no habil
25,584;24;8;20,3;2020;10;primavera;no habil
;24;9;21,2;2020;10;primavera;no habil
31,728;24;10;22,8;2020;10;primavera;no habil
33,408;24;11;25,1;2020;10;primavera;no habil
45,792;24;12;26,65;2020;10;primavera;no habil
59,568;24;13;28,3;2020;10;primavera;no habil
68,304;24;14;30,05;2020;10;primavera;no habil
80,736;24;15;31,2;2020;10;primavera;no habil
80,832;24;16;31,75;2020;10;primavera;no habil
77,904;24;17;32,5;2020;10;primavera;no habil
79,632;24;18;33,25;2020;10;primavera;no habil
70,8;24;19;33,2;2020;10;primavera;no habil
67,536;24;20;32,15;2020;10;primavera;no habil
62,496;24;21;30,9;2020;10;primavera;no habil
60,816;24;22;30,3;2020;10;primavera;no habil
55,584;24;23;28,35;2020;10;primavera;no habil
49,152;25;0;23,65;2020;10;primavera;no habil
41,04;25;1;22,45;2020;10;primavera;no habil
38,256;25;2;21,3;2020;10;primavera;no habil
36,336;25;3;20,35;2020;10;primavera;no habil
33,984;25;4;19,45;2020;10;primavera;no habil
32,4;25;5;18,8;2020;10;primavera;no habil
31,968;25;6;18,8;2020;10;primavera;no habil
24,048;25;7;18,65;2020;10;primavera;no habil
22,656;25;8;18,45;2020;10;primavera;no habil
21,552;25;9;17,95;2020;10;primavera;no habil
27,072;25;10;17,9;2020;10;primavera;no habil
28,848;25;11;18,1;2020;10;primavera;no habil
27,168;25;12;16,75;2020;10;primavera;no habil
26,64;25;13;16,6;2020;10;primavera;no habil
25,392;25;14;16,65;2020;10;primavera;no habil
24,432;25;15;16,45;2020;10;primavera;no habil
24,72;25;16;16,6;2020;10;primavera;no habil
23,808;25;17;17,05;2020;10;primavera;no habil
25,44;25;18;17,65;2020;10;primavera;no habil
28,608;25;19;17,4;2020;10;primavera;no habil
35,664;25;20;16,5;2020;10;primavera;no habil
37,296;25;21;15,95;2020;10;primavera;no habil
38,112;25;22;15,5;2020;10;primavera;no habil
37,152;25;23;15,2;2020;10;primavera;no habil
32,736;26;0;14,9;2020;10;primavera;habil
;26;1;14,15;2020;10;primavera;habil
22,848;26;2;13,8;2020;10;primavera;habil
20,784;26;3;13,5;2020;10;primavera;habil
22,752;26;4;13,05;2020;10;primavera;habil
20,592;26;5;12,45;2020;10;primavera;habil
20,64;26;6;11,85;2020;10;primavera;habil
15,552;26;7;11,8;2020;10;primavera;habil
19,344;26;8;13,65;2020;10;primavera;habil
20,688;26;9;14,5;2020;10;primavera;habil
24,048;26;10;16,6;2020;10;primavera;habil
23,376;26;11;18,55;2020;10;primavera;habil
26,4;26;12;20,95;2020;10;primavera;habil
29,136;26;13;23,4;2020;10;primavera;habil
29,232;26;14;25,3;2020;10;primavera;habil
28,224;26;15;26,5;2020;10;primavera;habil
28,224;26;16;27,5;2020;10;primavera;habil
32,448;26;17;28,1;2020;10;primavera;habil
34,848;26;18;28,25;2020;10;primavera;habil
36,336;26;19;28,15;2020;10;primavera;habil
41,568;26;20;26,65;2020;10;primavera;habil
42,336;26;21;25,2;2020;10;primavera;habil
44,208;26;22;23,7;2020;10;primavera;habil
41,232;26;23;22,7;2020;10;primavera;habil
37,824;27;0;22,5;2020;10;primavera;habil
33,072;27;1;21,75;2020;10;primavera;habil
27,792;27;2;21,55;2020;10;primavera;habil
25,104;27;3;21,1;2020;10;primavera;habil
23,616;27;4;19,85;2020;10;primavera;habil
22,272;27;5;19,05;2020;10;primavera;habil
23,52;27;6;18,95;2020;10;primavera;habil
18,576;27;7;18,95;2020;10;primavera;habil
20,304;27;8;19,6;2020;10;primavera;habil
20,736;27;9;21,15;2020;10;primavera;habil
23,232;27;10;23,9;2020;10;primavera;habil
24,672;27;11;25,75;2020;10;primavera;habil
28,8;27;12;27,1;2020;10;primavera;habil
34,56;27;13;28,3;2020;10;primavera;habil
38,064;27;14;28,75;2020;10;primavera;habil
39,984;27;15;29,35;2020;10;primavera;habil
41,184;27;16;30,2;2020;10;primavera;habil
43,296;27;17;30,35;2020;10;primavera;habil
44,352;27;18;30,35;2020;10;primavera;habil
41,424;27;19;29,7;2020;10;primavera;habil
40,08;27;20;27,8;2020;10;primavera;habil
39,264;27;21;25,65;2020;10;primavera;habil
40,032;27;22;24,6;2020;10;primavera;habil
38,592;27;23;23,45;2020;10;primavera;habil
35,76;28;0;22,45;2020;10;primavera;habil
29,424;28;1;21,3;2020;10;primavera;habil
27,648;28;2;20,3;2020;10;primavera;habil
27,12;28;3;19,45;2020;10;primavera;habil
23,568;28;4;18,3;2020;10;primavera;habil
23,472;28;5;15,95;2020;10;primavera;habil
22,8;28;6;14,9;2020;10;primavera;habil
18,432;28;7;15,45;2020;10;primavera;habil
19,92;28;8;15,95;2020;10;primavera;habil
19,68;28;9;15,9;2020;10;primavera;habil
20,304;28;10;15,95;2020;10;primavera;habil
21,936;28;11;16,05;2020;10;primavera;habil
26,448;28;12;16,5;2020;10;primavera;habil
27,648;28;13;17,45;2020;10;primavera;habil
25,968;28;14;18,55;2020;10;primavera;habil
24,672;28;15;19,6;2020;10;primavera;habil
24,768;28;16;20,35;2020;10;primavera;habil
27,024;28;17;20,95;2020;10;primavera;habil
28,416;28;18;21,35;2020;10;primavera;habil
27,888;28;19;21,35;2020;10;primavera;habil
35,568;28;20;20,95;2020;10;primavera;habil
38,544;28;21;20,25;2020;10;primavera;habil
38,64;28;22;19,5;2020;10;primavera;habil
40,032;28;23;19;2020;10;primavera;habil
35,328;29;0;18,5;2020;10;primavera;habil
29,28;29;1;17,6;2020;10;primavera;habil
24,192;29;2;17,1;2020;10;primavera;habil
22,752;29;3;17,3;2020;10;primavera;habil
22,32;29;4;17,6;2020;10;primavera;habil
21,936;29;5;17,9;2020;10;primavera;habil
23,616;29;6;17,85;2020;10;primavera;habil
19,68;29;7;17,05;2020;10;primavera;habil
17,424;29;8;15,85;2020;10;primavera;habil
19,44;29;9;16,25;2020;10;primavera;habil
20,976;29;10;16,9;2020;10;primavera;habil
21,984;29;11;17,65;2020;10;primavera;habil
22,176;29;12;18,45;2020;10;primavera;habil
23,52;29;13;19,2;2020;10;primavera;habil
24,24;29;14;20,05;2020;10;primavera;habil
22,8;29;15;20,6;2020;10;primavera;habil
21,744;29;16;21,3;2020;10;primavera;habil
22,8;29;17;21,8;2020;10;primavera;habil
25,2;29;18;21,95;2020;10;primavera;habil
31,824;29;19;21,25;2020;10;primavera;habil
34,176;29;20;20,4;2020;10;primavera;habil
39,072;29;21;19,75;2020;10;primavera;habil
39,552;29;22;19,1;2020;10;primavera;habil
;29;23;18,7;2020;10;primavera;habil
33,696;30;0;18,55;2020;10;primavera;habil
29,04;30;1;18,55;2020;10;primavera;habil
24,576;30;2;18,3;2020;10;primavera;habil
23,04;30;3;17,4;2020;10;primavera;habil
22,416;30;4;16,8;2020;10;primavera;habil
21,072;30;5;14,55;2020;10;primavera;habil
21,12;30;6;13;2020;10;primavera;habil
17,424;30;7;12,2;2020;10;primavera;habil
19,872;30;8;13,05;2020;10;primavera;habil
25,92;30;9;14,2;2020;10;primavera;habil
26,256;30;10;15,7;2020;10;primavera;habil
34,08;30;11;17,4;2020;10;primavera;habil
28,848;30;12;19,35;2020;10;primavera;habil
25,872;30;13;21,05;2020;10;primavera;habil
26,928;30;14;22,45;2020;10;primavera;habil
25,968;30;15;23,4;2020;10;primavera;habil
27,696;30;16;24;2020;10;primavera;habil
27,504;30;17;24,75;2020;10;primavera;habil
31,728;30;18;25,3;2020;10;primavera;habil
32,832;30;19;25;2020;10;primavera;habil
38,448;30;20;24,3;2020;10;primavera;habil
39,408;30;21;23,1;2020;10;primavera;habil
39,744;30;22;22,3;2020;10;primavera;habil
39,936;30;23;21,6;2020;10;primavera;habil
35,424;31;0;20,55;2020;10;primavera;no habil
32,928;31;1;19,7;2020;10;primavera;no habil
26,832;31;2;19,25;2020;10;primavera;no habil
25,488;31;3;18,55;2020;10;primavera;no habil
25,008;31;4;17,85;2020;10;primavera;no habil
24,72;31;5;17,45;2020;10;primavera;no habil
23,952;31;6;17,5;2020;10;primavera;no habil
17,712;31;7;17,35;2020;10;primavera;no habil
19,296;31;8;18,5;2020;10;primavera;no habil
20,784;31;9;20,8;2020;10;primavera;no habil
22,512;31;10;22,05;2020;10;primavera;no habil
23,424;31;11;23,85;2020;10;primavera;no habil
27,792;31;12;25,3;2020;10;primavera;no habil
34,512;31;13;26,4;2020;10;primavera;no habil
37,824;31;14;26,95;2020;10;primavera;no habil
42,528;31;15;27,65;2020;10;primavera;no habil
39,456;31;16;28,3;2020;10;primavera;no habil
42;31;17;28,6;2020;10;primavera;no habil
44,208;31;18;28,75;2020;10;primavera;no habil
41,808;31;19;28,45;2020;10;primavera;no habil
42,528;31;20;27,75;2020;10;primavera;no habil
42,816;31;21;26,35;2020;10;primavera;no habil
40,848;31;22;24,9;2020;10;primavera;no habil
41,904;31;23;24,85;2020;10;primavera;no habil
37,968;1;0;24,1;2020;11;primavera;no habil
33,12;1;1;22,55;2020;11;primavera;no habil
33,264;1;2;21,7;2020;11;primavera;no habil
27,552;1;3;20,95;2020;11;primavera;no habil
26,736;1;4;20,25;2020;11;primavera;no habil
25,392;1;5;19,55;2020;11;primavera;no habil
25,536;1;6;19,05;2020;11;primavera;no habil
18,816;1;7;19,15;2020;11;primavera;no habil
21,12;1;8;19,45;2020;11;primavera;no habil
24,816;1;9;21,45;2020;11;primavera;no habil
26,688;1;10;22,95;2020;11;primavera;no habil
32,592;1;11;24,45;2020;11;primavera;no habil
34,32;1;12;26;2020;11;primavera;no habil
40,08;1;13;26,95;2020;11;primavera;no habil
50,208;1;14;27,6;2020;11;primavera;no habil
56,016;1;15;28,45;2020;11;primavera;no habil
59,472;1;16;29,1;2020;11;primavera;no habil
64,8;1;17;29,45;2020;11;primavera;no habil
59,184;1;18;29,65;2020;11;primavera;no habil
52,656;1;19;29,3;2020;11;primavera;no habil
48,144;1;20;28,2;2020;11;primavera;no habil
50,736;1;21;26,95;2020;11;primavera;no habil
46,896;1;22;25,75;2020;11;primavera;no habil
43,968;1;23;24,7;2020;11;primavera;no habil
38,736;2;0;24,65;2020;11;primavera;habil
37,488;2;1;24;2020;11;primavera;habil
34,416;2;2;22,75;2020;11;primavera;habil
;2;3;21,9;2020;11;primavera;habil
28,944;2;4;21,05;2020;11;primavera;habil
28,032;2;5;20,3;2020;11;primavera;habil
27,888;2;6;19,7;2020;11;primavera;habil
22,128;2;7;18,8;2020;11;primavera;habil
23,76;2;8;20,25;2020;11;primavera;habil
25,152;2;9;23,7;2020;11;primavera;habil
27,696;2;10;25,4;2020;11;primavera;habil
33,648;2;11;26,5;2020;11;primavera;habil
34,416;2;12;27,85;2020;11;primavera;habil
53,184;2;13;28,6;2020;11;primavera;habil
70,704;2;14;29,55;2020;11;primavera;habil
72;2;15;30,4;2020;11;primavera;habil
75,12;2;16;30,85;2020;11;primavera;habil
75,312;2;17;31,5;2020;11;primavera;habil
70,8;2;18;31,5;2020;11;primavera;habil
59,184;2;19;31,25;2020;11;primavera;habil
53,568;2;20;30,35;2020;11;primavera;habil
51,888;2;21;28,75;2020;11;primavera;habil
52,224;2;22;27,4;2020;11;primavera;habil
52,464;2;23;26,7;2020;11;primavera;habil
47,376;3;0;25,8;2020;11;primavera;habil
40,32;3;1;24,15;2020;11;primavera;habil
37,2;3;2;23,5;2020;11;primavera;habil
33,024;3;3;22,95;2020;11;primavera;habil
30,432;3;4;22,1;2020;11;primavera;habil
29,088;3;5;21,45;2020;11;primavera;habil
28,848;3;6;21,9;2020;11;primavera;habil
24,48;3;7;21,95;2020;11;primavera;habil
25,104;3;8;22,65;2020;11;primavera;habil
27,168;3;9;26;2020;11;primavera;habil
27,744;3;10;27,55;2020;11;primavera;habil
36,288;3;11;28,55;2020;11;primavera;habil
49,152;3;12;29,5;2020;11;primavera;habil
69,792;3;13;30,15;2020;11;primavera;habil
84,912;3;14;31,15;2020;11;primavera;habil
86,496;3;15;32,05;2020;11;primavera;habil
89,568;3;16;33;2020;11;primavera;habil
88,08;3;17;33,3;2020;11;primavera;habil
83,616;3;18;33,65;2020;11;primavera;habil
76,32;3;19;33,1;2020;11;primavera;habil
69,744;3;20;31,85;2020;11;primavera;habil
61,488;3;21;30,15;2020;11;primavera;habil
61,728;3;22;29,7;2020;11;primavera;habil
61,104;3;23;28,8;2020;11;primavera;habil
55,728;4;0;28,25;2020;11;primavera;habil
49,056;4;1;27,4;2020;11;primavera;habil
43,728;4;2;26,25;2020;11;primavera;habil
41,664;4;3;25,5;2020;11;primavera;habil
43,296;4;4;24,85;2020;11;primavera;habil
;4;5;23,95;2020;11;primavera;habil
38,304;4;6;23,6;2020;11;primavera;habil
30,336;4;7;23,2;2020;11;primavera;habil
31,2;4;8;23,8;2020;11;primavera;habil
34,368;4;9;24,75;2020;11;primavera;habil
38,208;4;10;26,45;2020;11;primavera;habil
37,968;4;11;27,85;2020;11;primavera;habil
47,904;4;12;29,4;2020;11;primavera;habil
63,552;4;13;30,35;2020;11;primavera;habil
79,488;4;14;31,15;2020;11;primavera;habil
87,6;4;15;32,05;2020;11;primavera;habil
88,512;4;16;32,95;2020;11;primavera;habil
91,008;4;17;33,85;2020;11;primavera;habil
91,824;4;18;34;2020;11;primavera;habil
80,592;4;19;33,1;2020;11;primavera;habil
65,952;4;20;31,45;2020;11;primavera;habil
63,456;4;21;30,55;2020;11;primavera;habil
61,776;4;22;29,85;2020;11;primavera;habil
58,512;4;23;29;2020;11;primavera;habil
54,432;5;0;27,95;2020;11;primavera;habil
52,848;5;1;26,75;2020;11;primavera;habil
45,696;5;2;25,15;2020;11;primavera;habil
42,528;5;3;23,5;2020;11;primavera;habil
42,576;5;4;23,3;2020;11;primavera;habil
40,608;5;5;22,95;2020;11;primavera;habil
36,336;5;6;20,25;2020;11;primavera;habil
29,808;5;7;18,2;2020;11;primavera;habil
27,888;5;8;17,65;2020;11;primavera;habil
27,072;5;9;18,45;2020;11;primavera;habil
25,2;5;10;19,25;2020;11;primavera;habil
28,32;5;11;20;2020;11;primavera;habil
29,712;5;12;20,6;2020;11;primavera;habil
31,536;5;13;21,9;2020;11;primavera;habil
33,696;5;14;22,95;2020;11;primavera;habil
40,176;5;15;23,7;2020;11;primavera;habil
44,256;5;16;24,55;2020;11;primavera;habil
43,44;5;17;24,85;2020;11;primavera;habil
43,632;5;18;25;2020;11;primavera;habil
39,312;5;19;24,8;2020;11;primavera;habil
44,448;5;20;24,05;2020;11;primavera;habil
43,728;5;21;23,15;2020;11;primavera;habil
43,296;5;22;22,6;2020;11;primavera;habil
;5;23;21,8;2020;11;primavera;habil
43,44;6;0;20,5;2020;11;primavera;habil
39,408;6;1;19,4;2020;11;primavera;habil
32,496;6;2;19,25;2020;11;primavera;habil
31,344;6;3;18,7;2020;11;primavera;habil
30,144;6;4;17,95;2020;11;primavera;habil
26,496;6;5;18;2020;11;primavera;habil
26,304;6;6;17,35;2020;11;primavera;habil
22,512;6;7;16,45;2020;11;primavera;habil
24,384;6;8;16,6;2020;11;primavera;habil
26,928;6;9;17,75;2020;11;primavera;habil
28,704;6;10;19,05;2020;11;primavera;habil
31,776;6;11;21,05;2020;11;primavera;habil
32,736;6;12;23;2020;11;primavera;habil
37,68;6;13;24,7;2020;11;primavera;habil
44,544;6;14;26;2020;11;primavera;habil
52,32;6;15;26,75;2020;11;primavera;habil
53,424;6;16;27,5;2020;11;primavera;habil
50,832;6;17;28,2;2020;11;primavera;habil
48,672;6;18;28,6;2020;11;primavera;habil
44,784;6;19;28,4;2020;11;primavera;habil
49,392;6;20;27,9;2020;11;primavera;habil
48,768;6;21;27,1;2020;11;primavera;habil
47,232;6;22;26,7;2020;11;primavera;habil
51,36;6;23;26,75;2020;11;primavera;habil
49,536;7;0;26,6;2020;11;primavera;no habil
44,88;7;1;25,6;2020;11;primavera;no habil
42,24;7;2;24,8;2020;11;primavera;no habil
;7;3;23,75;2020;11;primavera;no habil
;7;4;22,3;2020;11;primavera;no habil
32,64;7;5;20,65;2020;11;primavera;no habil
32,208;7;6;19,4;2020;11;primavera;no habil
24,048;7;7;18,75;2020;11;primavera;no habil
24,24;7;8;18,95;2020;11;primavera;no habil
24,192;7;9;19,45;2020;11;primavera;no habil
29,808;7;10;20,55;2020;11;primavera;no habil
34,464;7;11;22;2020;11;primavera;no habil
38,4;7;12;23,45;2020;11;primavera;no habil
46,608;7;13;24,75;2020;11;primavera;no habil
59,52;7;14;26,1;2020;11;primavera;no habil
62,976;7;15;27,4;2020;11;primavera;no habil
67,392;7;16;28,5;2020;11;primavera;no habil
69,312;7;17;28,9;2020;11;primavera;no habil
67,872;7;18;29,3;2020;11;primavera;no habil
64,752;7;19;29,75;2020;11;primavera;no habil
60,432;7;20;29,05;2020;11;primavera;no habil
57,024;7;21;28,25;2020;11;primavera;no habil
52,176;7;22;27;2020;11;primavera;no habil
51,456;7;23;26,2;2020;11;primavera;no habil
;8;0;26,45;2020;11;primavera;no habil
45,168;8;1;26,7;2020;11;primavera;no habil
45,072;8;2;26,05;2020;11;primavera;no habil
40,368;8;3;25,65;2020;11;primavera;no habil
39,744;8;4;25,25;2020;11;primavera;no habil
;8;5;24,75;2020;11;primavera;no habil
35,088;8;6;24,15;2020;11;primavera;no habil
28,224;8;7;23,85;2020;11;primavera;no habil
28,656;8;8;23,8;2020;11;primavera;no habil
31,536;8;9;24,3;2020;11;primavera;no habil
