kW;temperatura;año;mes;hora;día;estacion;tipo_dia
43,2;23,6;2020;8;22;28;invierno;habil
43,008;23,1;2020;8;23;28;invierno;habil
39,216;22,1;2020;8;0;29;invierno;no habil
36,528;21,2;2020;8;1;29;invierno;no habil
31,056;21,45;2020;8;2;29;invierno;no habil
24,72;20,2;2020;8;3;29;invierno;no habil
22,608;21,75;2020;8;4;29;invierno;no habil
21,936;23,6;2020;8;5;29;invierno;no habil
22,224;18,55;2020;8;6;29;invierno;no habil
22,512;15,2;2020;8;7;29;invierno;no habil
18,384;16,3;2020;8;8;29;invierno;no habil
21,792;16,15;2020;8;9;29;invierno;no habil
22,032;16,85;2020;8;10;29;invierno;no habil
22,944;17,6;2020;8;11;29;invierno;no habil
25,2;18,6;2020;8;12;29;invierno;no habil
27,984;19,95;2020;8;13;29;invierno;no habil
30;20,7;2020;8;14;29;invierno;no habil
29,52;21,2;2020;8;15;29;invierno;no habil
26,976;21,6;2020;8;16;29;invierno;no habil
29,568;21,65;2020;8;17;29;invierno;no habil
29,28;21,4;2020;8;18;29;invierno;no habil
36,912;20,85;2020;8;19;29;invierno;no habil
42,096;19,8;2020;8;20;29;invierno;no habil
40,656;18,85;2020;8;21;29;invierno;no habil
40,512;17,95;2020;8;22;29;invierno;no habil
39,936;16,6;2020;8;23;29;invierno;no habil
38,832;15,75;2020;8;0;30;invierno;no habil
36,144;14,8;2020;8;1;30;invierno;no habil
30,528;13,75;2020;8;2;30;invierno;no habil
26,592;12,5;2020;8;3;30;invierno;no habil
23,376;11,45;2020;8;4;30;invierno;no habil
22,464;11,3;2020;8;5;30;invierno;no habil
21,648;10,9;2020;8;6;30;invierno;no habil
23,952;10,45;2020;8;7;30;invierno;no habil
19,68;10,3;2020;8;8;30;invierno;no habil
20,784;11,35;2020;8;9;30;invierno;no habil
25,392;12,85;2020;8;10;30;invierno;no habil
30,864;14,7;2020;8;11;30;invierno;no habil
26,16;16,05;2020;8;12;30;invierno;no habil
31,92;16,85;2020;8;13;30;invierno;no habil
30,144;17,65;2020;8;14;30;invierno;no habil
27,984;18,1;2020;8;15;30;invierno;no habil
29,28;18,5;2020;8;16;30;invierno;no habil
30,384;18,75;2020;8;17;30;invierno;no habil
31,2;18,8;2020;8;18;30;invierno;no habil
42,912;18,3;2020;8;19;30;invierno;no habil
48,912;17,35;2020;8;20;30;invierno;no habil
47,76;16,4;2020;8;21;30;invierno;no habil
46,656;15,6;2020;8;22;30;invierno;no habil
43,344;15,15;2020;8;23;30;invierno;no habil
41,28;12,45;2020;8;0;31;invierno;habil
35,472;12,35;2020;8;1;31;invierno;habil
28,416;12,375;2020;8;2;31;invierno;habil
26,496;12,45;2020;8;3;31;invierno;habil
23,088;12,35;2020;8;4;31;invierno;habil
20,64;11,8;2020;8;5;31;invierno;habil
22,272;10,825;2020;8;6;31;invierno;habil
23,328;10,325;2020;8;7;31;invierno;habil
19,056;9,875;2020;8;8;31;invierno;habil
19,632;10,475;2020;8;9;31;invierno;habil
24,096;12,475;2020;8;10;31;invierno;habil
22,08;13,675;2020;8;11;31;invierno;habil
29,136;14,875;2020;8;12;31;invierno;habil
30;16,025;2020;8;13;31;invierno;habil
32,112;16,775;2020;8;14;31;invierno;habil
29,52;17,475;2020;8;15;31;invierno;habil
27,84;18,175;2020;8;16;31;invierno;habil
28,608;18,35;2020;8;17;31;invierno;habil
29,856;18,2;2020;8;18;31;invierno;habil
36,816;17,45;2020;8;19;31;invierno;habil
39,744;16,325;2020;8;20;31;invierno;habil
40,704;14,825;2020;8;21;31;invierno;habil
37,824;13,875;2020;8;22;31;invierno;habil
40,944;12,925;2020;8;23;31;invierno;habil
36,48;12,35;2020;9;0;1;primavera;habil
29,088;11,55;2020;9;1;1;primavera;habil
27,168;10,325;2020;9;2;1;primavera;habil
25,488;9,9;2020;9;3;1;primavera;habil
22,656;9,3;2020;9;4;1;primavera;habil
21,264;8,725;2020;9;5;1;primavera;habil
22,848;8,4;2020;9;6;1;primavera;habil
22,896;7,65;2020;9;7;1;primavera;habil
18,576;7,475;2020;9;8;1;primavera;habil
21,552;8,425;2020;9;9;1;primavera;habil
27,936;9,675;2020;9;10;1;primavera;habil
27,744;10,8;2020;9;11;1;primavera;habil
29,664;12,175;2020;9;12;1;primavera;habil
31,536;13,525;2020;9;13;1;primavera;habil
28,416;14,9;2020;9;14;1;primavera;habil
28,272;15,65;2020;9;15;1;primavera;habil
26,784;16,2;2020;9;16;1;primavera;habil
27,504;16,425;2020;9;17;1;primavera;habil
25,632;16,175;2020;9;18;1;primavera;habil
37,968;15,6;2020;9;19;1;primavera;habil
37,296;14,95;2020;9;20;1;primavera;habil
41,232;14,3;2020;9;21;1;primavera;habil
40,464;13,175;2020;9;22;1;primavera;habil
40,32;12,425;2020;9;23;1;primavera;habil
37,104;11,825;2020;9;0;2;primavera;habil
31,008;11,15;2020;9;1;2;primavera;habil
26,16;10,85;2020;9;2;2;primavera;habil
23,664;10,05;2020;9;3;2;primavera;habil
23,088;9,05;2020;9;4;2;primavera;habil
22,176;7,9;2020;9;5;2;primavera;habil
23,136;7,1;2020;9;6;2;primavera;habil
21,696;6,625;2020;9;7;2;primavera;habil
19,872;5,925;2020;9;8;2;primavera;habil
22,416;5,625;2020;9;9;2;primavera;habil
24,192;7,375;2020;9;10;2;primavera;habil
23,04;9,2;2020;9;11;2;primavera;habil
24,192;10,75;2020;9;12;2;primavera;habil
26,976;12,6;2020;9;13;2;primavera;habil
27,312;13,925;2020;9;14;2;primavera;habil
29,184;15,1;2020;9;15;2;primavera;habil
24,816;16,125;2020;9;16;2;primavera;habil
30,096;16,65;2020;9;17;2;primavera;habil
29,568;16,7;2020;9;18;2;primavera;habil
37,968;16,325;2020;9;19;2;primavera;habil
42,336;15,475;2020;9;20;2;primavera;habil
43,824;14,4;2020;9;21;2;primavera;habil
43,968;13,225;2020;9;22;2;primavera;habil
44,688;12,675;2020;9;23;2;primavera;habil
41,904;12,15;2020;9;0;3;primavera;habil
31,728;11,8;2020;9;1;3;primavera;habil
28,512;11,3;2020;9;2;3;primavera;habil
24,72;10,125;2020;9;3;3;primavera;habil
22,176;9,3;2020;9;4;3;primavera;habil
21,552;10,075;2020;9;5;3;primavera;habil
22,752;9,95;2020;9;6;3;primavera;habil
23,328;9,25;2020;9;7;3;primavera;habil
18,384;9,025;2020;9;8;3;primavera;habil
21,024;8,75;2020;9;9;3;primavera;habil
23,088;8,875;2020;9;10;3;primavera;habil
24,192;11,675;2020;9;11;3;primavera;habil
29,712;14,475;2020;9;12;3;primavera;habil
27,504;16,375;2020;9;13;3;primavera;habil
27,168;17,8;2020;9;14;3;primavera;habil
25,632;18,825;2020;9;15;3;primavera;habil
28,176;19,625;2020;9;16;3;primavera;habil
27,12;20,075;2020;9;17;3;primavera;habil
27,36;19,975;2020;9;18;3;primavera;habil
37,44;19,225;2020;9;19;3;primavera;habil
39,36;17,85;2020;9;20;3;primavera;habil
43,104;16,55;2020;9;21;3;primavera;habil
41,712;15,825;2020;9;22;3;primavera;habil
42,144;15,425;2020;9;23;3;primavera;habil
38,448;14,4;2020;9;0;4;primavera;habil
31,584;13,55;2020;9;1;4;primavera;habil
24,288;13,925;2020;9;2;4;primavera;habil
22,704;12,325;2020;9;3;4;primavera;habil
21,168;10,65;2020;9;4;4;primavera;habil
21,168;9,75;2020;9;5;4;primavera;habil
22,176;10,025;2020;9;6;4;primavera;habil
24,288;9,075;2020;9;7;4;primavera;habil
22,416;9,3;2020;9;8;4;primavera;habil
29,184;10,125;2020;9;9;4;primavera;habil
26,736;11,225;2020;9;10;4;primavera;habil
25,92;11,65;2020;9;11;4;primavera;habil
25,824;12,775;2020;9;12;4;primavera;habil
27,264;14,1;2020;9;13;4;primavera;habil
25,968;15,275;2020;9;14;4;primavera;habil
25,44;15,975;2020;9;15;4;primavera;habil
25,776;16,625;2020;9;16;4;primavera;habil
25,296;17,125;2020;9;17;4;primavera;habil
26,304;17,25;2020;9;18;4;primavera;habil
34,464;16,75;2020;9;19;4;primavera;habil
38,4;15,875;2020;9;20;4;primavera;habil
43,296;15,025;2020;9;21;4;primavera;habil
42,336;14,05;2020;9;22;4;primavera;habil
43,44;13,525;2020;9;23;4;primavera;habil
37,488;13,325;2020;9;0;5;primavera;no habil
33,744;11,85;2020;9;1;5;primavera;no habil
27,024;11;2020;9;2;5;primavera;no habil
25,104;10,475;2020;9;3;5;primavera;no habil
20,784;9,55;2020;9;4;5;primavera;no habil
21,168;8,9;2020;9;5;5;primavera;no habil
21,072;8,125;2020;9;6;5;primavera;no habil
20,496;7,85;2020;9;7;5;primavera;no habil
16,704;7,775;2020;9;8;5;primavera;no habil
20,976;9,45;2020;9;9;5;primavera;no habil
25,104;10,7;2020;9;10;5;primavera;no habil
27,312;11,75;2020;9;11;5;primavera;no habil
27,36;13,1;2020;9;12;5;primavera;no habil
28,992;14,475;2020;9;13;5;primavera;no habil
27,744;15,75;2020;9;14;5;primavera;no habil
27,696;16,625;2020;9;15;5;primavera;no habil
26,112;17,55;2020;9;16;5;primavera;no habil
27,12;17,925;2020;9;17;5;primavera;no habil
26,496;17,7;2020;9;18;5;primavera;no habil
35,616;17,175;2020;9;19;5;primavera;no habil
41,616;16,175;2020;9;20;5;primavera;no habil
44,16;15,025;2020;9;21;5;primavera;no habil
46,848;13,85;2020;9;22;5;primavera;no habil
45,984;12,725;2020;9;23;5;primavera;no habil
42,816;11,425;2020;9;0;6;primavera;no habil
39,168;9,275;2020;9;1;6;primavera;no habil
33,264;8,6;2020;9;2;6;primavera;no habil
26,928;8,625;2020;9;3;6;primavera;no habil
24,864;8,675;2020;9;4;6;primavera;no habil
24,624;8,425;2020;9;5;6;primavera;no habil
22,944;7,675;2020;9;6;6;primavera;no habil
21,216;7,4;2020;9;7;6;primavera;no habil
16,752;7,325;2020;9;8;6;primavera;no habil
19,152;8,05;2020;9;9;6;primavera;no habil
25,872;9,075;2020;9;10;6;primavera;no habil
23,904;9,75;2020;9;11;6;primavera;no habil
26,304;11,2;2020;9;12;6;primavera;no habil
26,016;12,375;2020;9;13;6;primavera;no habil
28,464;13,525;2020;9;14;6;primavera;no habil
24,288;14,675;2020;9;15;6;primavera;no habil
26,736;15,675;2020;9;16;6;primavera;no habil
29,664;16,2;2020;9;17;6;primavera;no habil
29,28;15,95;2020;9;18;6;primavera;no habil
37,776;15,55;2020;9;19;6;primavera;no habil
41,088;15,05;2020;9;20;6;primavera;no habil
43,056;14,725;2020;9;21;6;primavera;no habil
44,4;14,6;2020;9;22;6;primavera;no habil
41,424;14,5;2020;9;23;6;primavera;no habil
38,976;14,025;2020;9;0;7;primavera;habil
35,712;13,475;2020;9;1;7;primavera;habil
27,6;13,025;2020;9;2;7;primavera;habil
23,904;12,275;2020;9;3;7;primavera;habil
21,984;10,95;2020;9;4;7;primavera;habil
20,304;9,375;2020;9;5;7;primavera;habil
22,848;8,1;2020;9;6;7;primavera;habil
25,392;7,4;2020;9;7;7;primavera;habil
19,536;7,175;2020;9;8;7;primavera;habil
22,032;7,8;2020;9;9;7;primavera;habil
22,272;8,8;2020;9;10;7;primavera;habil
24,816;10,875;2020;9;11;7;primavera;habil
30,288;13,15;2020;9;12;7;primavera;habil
33,264;15,125;2020;9;13;7;primavera;habil
33,072;16,6;2020;9;14;7;primavera;habil
27,216;18,225;2020;9;15;7;primavera;habil
28,176;19,025;2020;9;16;7;primavera;habil
26,352;19,425;2020;9;17;7;primavera;habil
26,976;19,225;2020;9;18;7;primavera;habil
34,032;18,775;2020;9;19;7;primavera;habil
39,696;17,875;2020;9;20;7;primavera;habil
40,752;16,675;2020;9;21;7;primavera;habil
42,912;15,525;2020;9;22;7;primavera;habil
39,552;15,15;2020;9;23;7;primavera;habil
37,2;14,525;2020;9;0;8;primavera;habil
32,352;13,7;2020;9;1;8;primavera;habil
26,688;13,05;2020;9;2;8;primavera;habil
22,416;12,85;2020;9;3;8;primavera;habil
21,84;12,725;2020;9;4;8;primavera;habil
20,976;12,85;2020;9;5;8;primavera;habil
21,984;12,4;2020;9;6;8;primavera;habil
23,136;12,2;2020;9;7;8;primavera;habil
22,176;12,45;2020;9;8;8;primavera;habil
22,8;13,35;2020;9;9;8;primavera;habil
21,84;16,15;2020;9;10;8;primavera;habil
25,872;18,1;2020;9;11;8;primavera;habil
25,872;21;2020;9;12;8;primavera;habil
24,624;22,65;2020;9;13;8;primavera;habil
28,08;24,35;2020;9;14;8;primavera;habil
24,816;26;2020;9;15;8;primavera;habil
23,52;27,525;2020;9;16;8;primavera;habil
26,496;28,15;2020;9;17;8;primavera;habil
26,592;26,55;2020;9;18;8;primavera;habil
36,912;25,3;2020;9;19;8;primavera;habil
38,016;23,375;2020;9;20;8;primavera;habil
38,976;21,825;2020;9;21;8;primavera;habil
40,176;20,8;2020;9;22;8;primavera;habil
37,968;19,7;2020;9;23;8;primavera;habil
35,856;19,175;2020;9;0;9;primavera;habil
30,048;18,975;2020;9;1;9;primavera;habil
25,488;18,525;2020;9;2;9;primavera;habil
22,848;17,55;2020;9;3;9;primavera;habil
20,688;16,9;2020;9;4;9;primavera;habil
21,024;15,25;2020;9;5;9;primavera;habil
24,336;14,5;2020;9;6;9;primavera;habil
21,84;14,025;2020;9;7;9;primavera;habil
19,248;13,175;2020;9;8;9;primavera;habil
20,16;14,125;2020;9;9;9;primavera;habil
22,704;16,55;2020;9;10;9;primavera;habil
22,8;18,475;2020;9;11;9;primavera;habil
27,456;19,325;2020;9;12;9;primavera;habil
28,32;20,2;2020;9;13;9;primavera;habil
28,656;20,9;2020;9;14;9;primavera;habil
26,208;21,625;2020;9;15;9;primavera;habil
22,56;22,175;2020;9;16;9;primavera;habil
26,976;22,5;2020;9;17;9;primavera;habil
27,36;22,7;2020;9;18;9;primavera;habil
35,808;22,225;2020;9;19;9;primavera;habil
41,472;21,2;2020;9;20;9;primavera;habil
39,6;20,225;2020;9;21;9;primavera;habil
41,088;19,025;2020;9;22;9;primavera;habil
38,64;18,25;2020;9;23;9;primavera;habil
38,208;18,125;2020;9;0;10;primavera;habil
29,232;17,75;2020;9;1;10;primavera;habil
24;16,5;2020;9;2;10;primavera;habil
22,368;15,275;2020;9;3;10;primavera;habil
21,648;15,325;2020;9;4;10;primavera;habil
20,976;15,275;2020;9;5;10;primavera;habil
24,336;14,975;2020;9;6;10;primavera;habil
25,248;15,375;2020;9;7;10;primavera;habil
21,936;15,025;2020;9;8;10;primavera;habil
25,536;17,4;2020;9;9;10;primavera;habil
21,984;19,9;2020;9;10;10;primavera;habil
24,144;21,175;2020;9;11;10;primavera;habil
23,616;22,65;2020;9;12;10;primavera;habil
25,44;23,825;2020;9;13;10;primavera;habil
26,976;24,75;2020;9;14;10;primavera;habil
25,104;25,475;2020;9;15;10;primavera;habil
24,528;26,175;2020;9;16;10;primavera;habil
26,352;26,45;2020;9;17;10;primavera;habil
26,496;26,35;2020;9;18;10;primavera;habil
35,088;25,8;2020;9;19;10;primavera;habil
39,552;24,45;2020;9;20;10;primavera;habil
40,368;23,25;2020;9;21;10;primavera;habil
39,552;22,35;2020;9;22;10;primavera;habil
39,696;21;2020;9;23;10;primavera;habil
35,808;20,65;2020;9;0;11;primavera;habil
30,864;19,2;2020;9;1;11;primavera;habil
25,056;19,25;2020;9;2;11;primavera;habil
22,752;18,45;2020;9;3;11;primavera;habil
22,128;16,7;2020;9;4;11;primavera;habil
21,216;18,85;2020;9;5;11;primavera;habil
21,216;18,8;2020;9;6;11;primavera;habil
22,272;18;2020;9;7;11;primavera;habil
18,672;16,45;2020;9;8;11;primavera;habil
19,968;15;2020;9;9;11;primavera;habil
20,304;14,85;2020;9;10;11;primavera;habil
25,104;15,45;2020;9;11;11;primavera;habil
24,912;16;2020;9;12;11;primavera;habil
23,712;16,5;2020;9;13;11;primavera;habil
26,112;17;2020;9;14;11;primavera;habil
24,528;17,65;2020;9;15;11;primavera;habil
25,44;18,35;2020;9;16;11;primavera;habil
25,008;19;2020;9;17;11;primavera;habil
25,2;19,15;2020;9;18;11;primavera;habil
36,144;19,1;2020;9;19;11;primavera;habil
37,152;18,9;2020;9;20;11;primavera;habil
39,024;18,4;2020;9;21;11;primavera;habil
42,24;17,2;2020;9;22;11;primavera;habil
38,496;16,3;2020;9;23;11;primavera;habil
35,856;15,25;2020;9;0;12;primavera;no habil
31,68;14,7;2020;9;1;12;primavera;no habil
25,488;14,25;2020;9;2;12;primavera;no habil
23,184;13,85;2020;9;3;12;primavera;no habil
21,6;13,5;2020;9;4;12;primavera;no habil
20,928;11,8;2020;9;5;12;primavera;no habil
21,936;12,6;2020;9;6;12;primavera;no habil
21,408;12,9;2020;9;7;12;primavera;no habil
17,184;12,2;2020;9;8;12;primavera;no habil
19,824;13,65;2020;9;9;12;primavera;no habil
22,08;16,4;2020;9;10;12;primavera;no habil
20,928;17,65;2020;9;11;12;primavera;no habil
25,632;19,25;2020;9;12;12;primavera;no habil
27,264;20,6;2020;9;13;12;primavera;no habil
30,576;21,85;2020;9;14;12;primavera;no habil
27,84;23,3;2020;9;15;12;primavera;no habil
29,136;24,2;2020;9;16;12;primavera;no habil
25,488;24,4;2020;9;17;12;primavera;no habil
26,592;24,2;2020;9;18;12;primavera;no habil
35,808;23,5;2020;9;19;12;primavera;no habil
39,216;22,3;2020;9;20;12;primavera;no habil
40,368;21;2020;9;21;12;primavera;no habil
37,008;20,05;2020;9;22;12;primavera;no habil
37,776;19,2;2020;9;23;12;primavera;no habil
35,52;17,45;2020;9;0;13;primavera;no habil
31,056;16,55;2020;9;1;13;primavera;no habil
26,88;16,85;2020;9;2;13;primavera;no habil
26,016;16,55;2020;9;3;13;primavera;no habil
23,808;14,9;2020;9;4;13;primavera;no habil
23,136;16,2;2020;9;5;13;primavera;no habil
22,56;14,7;2020;9;6;13;primavera;no habil
22,896;13,2;2020;9;7;13;primavera;no habil
18,48;12,7;2020;9;8;13;primavera;no habil
20,784;12,95;2020;9;9;13;primavera;no habil
26,976;15,3;2020;9;10;13;primavera;no habil
25,248;17;2020;9;11;13;primavera;no habil
27,744;17,65;2020;9;12;13;primavera;no habil
30;18,2;2020;9;13;13;primavera;no habil
29,424;18,7;2020;9;14;13;primavera;no habil
25,344;19,45;2020;9;15;13;primavera;no habil
22,992;19,9;2020;9;16;13;primavera;no habil
28,56;20,35;2020;9;17;13;primavera;no habil
25,872;20,4;2020;9;18;13;primavera;no habil
40,656;20;2020;9;19;13;primavera;no habil
42,768;18,9;2020;9;20;13;primavera;no habil
39,984;17,95;2020;9;21;13;primavera;no habil
39,456;16,9;2020;9;22;13;primavera;no habil
36,72;16,65;2020;9;23;13;primavera;no habil
33,888;16,2;2020;9;0;14;primavera;habil
31,68;15,15;2020;9;1;14;primavera;habil
23,904;14,2;2020;9;2;14;primavera;habil
21,408;13,2;2020;9;3;14;primavera;habil
20,736;12,8;2020;9;4;14;primavera;habil
20,4;11,7;2020;9;5;14;primavera;habil
22,464;9,45;2020;9;6;14;primavera;habil
22,368;8,15;2020;9;7;14;primavera;habil
19,632;7,75;2020;9;8;14;primavera;habil
19,68;8,8;2020;9;9;14;primavera;habil
22,752;10,4;2020;9;10;14;primavera;habil
23,856;11,75;2020;9;11;14;primavera;habil
25,632;13,3;2020;9;12;14;primavera;habil
27,84;15,1;2020;9;13;14;primavera;habil
26,112;17,05;2020;9;14;14;primavera;habil
24,144;19;2020;9;15;14;primavera;habil
22,944;20,6;2020;9;16;14;primavera;habil
25,248;21,5;2020;9;17;14;primavera;habil
25,968;21,45;2020;9;18;14;primavera;habil
34,608;20,6;2020;9;19;14;primavera;habil
35,616;19,55;2020;9;20;14;primavera;habil
41,808;18,65;2020;9;21;14;primavera;habil
41,712;17,05;2020;9;22;14;primavera;habil
39,792;15,9;2020;9;23;14;primavera;habil
37,488;15,35;2020;9;0;15;primavera;habil
29,28;14,9;2020;9;1;15;primavera;habil
24,24;14,25;2020;9;2;15;primavera;habil
21,552;14,4;2020;9;3;15;primavera;habil
21,312;13,95;2020;9;4;15;primavera;habil
20,976;12,75;2020;9;5;15;primavera;habil
23,04;13,3;2020;9;6;15;primavera;habil
22,56;12,75;2020;9;7;15;primavera;habil
16,656;9,35;2020;9;8;15;primavera;habil
19,056;10,15;2020;9;9;15;primavera;habil
22,032;12,95;2020;9;10;15;primavera;habil
23,52;15,25;2020;9;11;15;primavera;habil
23,424;17,6;2020;9;12;15;primavera;habil
28,32;19,6;2020;9;13;15;primavera;habil
26,064;21,2;2020;9;14;15;primavera;habil
24,72;22,5;2020;9;15;15;primavera;habil
25,584;23,6;2020;9;16;15;primavera;habil
23,76;23,95;2020;9;17;15;primavera;habil
25,68;24,05;2020;9;18;15;primavera;habil
33,312;23,5;2020;9;19;15;primavera;habil
36,72;22,2;2020;9;20;15;primavera;habil
40,944;20,45;2020;9;21;15;primavera;habil
38,928;19,9;2020;9;22;15;primavera;habil
38,88;19,35;2020;9;23;15;primavera;habil
33,36;18,1;2020;9;0;16;primavera;habil
28,128;17,25;2020;9;1;16;primavera;habil
23,568;17,45;2020;9;2;16;primavera;habil
22,224;16,6;2020;9;3;16;primavera;habil
21,696;16,4;2020;9;4;16;primavera;habil
20,736;15,3;2020;9;5;16;primavera;habil
22,128;14,65;2020;9;6;16;primavera;habil
21,168;14,7;2020;9;7;16;primavera;habil
17,616;12,5;2020;9;8;16;primavera;habil
18,192;12;2020;9;9;16;primavera;habil
22,848;13,85;2020;9;10;16;primavera;habil
23,616;16,15;2020;9;11;16;primavera;habil
28,56;17,95;2020;9;12;16;primavera;habil
27,36;19,45;2020;9;13;16;primavera;habil
26,448;20,7;2020;9;14;16;primavera;habil
25,632;21,55;2020;9;15;16;primavera;habil
24,672;22,2;2020;9;16;16;primavera;habil
23,664;22,7;2020;9;17;16;primavera;habil
26,64;22,85;2020;9;18;16;primavera;habil
33,408;22,6;2020;9;19;16;primavera;habil
35,856;21,65;2020;9;20;16;primavera;habil
38,4;20,25;2020;9;21;16;primavera;habil
39,216;18,95;2020;9;22;16;primavera;habil
36,768;18,3;2020;9;23;16;primavera;habil
33,696;18,05;2020;9;0;17;primavera;habil
27,264;17,9;2020;9;1;17;primavera;habil
24,384;17,15;2020;9;2;17;primavera;habil
23,328;16,95;2020;9;3;17;primavera;habil
21,744;16,2;2020;9;4;17;primavera;habil
21,264;16,45;2020;9;5;17;primavera;habil
22,128;15,5;2020;9;6;17;primavera;habil
22,416;14,15;2020;9;7;17;primavera;habil
17,232;15,05;2020;9;8;17;primavera;habil
23,952;16,55;2020;9;9;17;primavera;habil
22,224;19,5;2020;9;10;17;primavera;habil
26,304;22;2020;9;11;17;primavera;habil
27,84;23,1;2020;9;12;17;primavera;habil
28,032;24,85;2020;9;13;17;primavera;habil
28,224;26,4;2020;9;14;17;primavera;habil
26,448;27,55;2020;9;15;17;primavera;habil
29,088;28,4;2020;9;16;17;primavera;habil
26,544;29,1;2020;9;17;17;primavera;habil
29,28;29,2;2020;9;18;17;primavera;habil
37,152;28,5;2020;9;19;17;primavera;habil
42,528;26,5;2020;9;20;17;primavera;habil
40,56;24,7;2020;9;21;17;primavera;habil
37,392;23,95;2020;9;22;17;primavera;habil
40,56;23,5;2020;9;23;17;primavera;habil
37,824;22,7;2020;9;0;18;primavera;habil
29,952;22;2020;9;1;18;primavera;habil
26,352;21,15;2020;9;2;18;primavera;habil
25,392;18,3;2020;9;3;18;primavera;habil
23,472;18,75;2020;9;4;18;primavera;habil
22,128;16,9;2020;9;5;18;primavera;habil
23,856;15,75;2020;9;6;18;primavera;habil
22,896;14,95;2020;9;7;18;primavera;habil
18,192;15,45;2020;9;8;18;primavera;habil
21,648;15,7;2020;9;9;18;primavera;habil
23,28;16,75;2020;9;10;18;primavera;habil
26,832;17,4;2020;9;11;18;primavera;habil
27,648;18,3;2020;9;12;18;primavera;habil
25,488;19,5;2020;9;13;18;primavera;habil
