kW;temperatura;año;mes;hora;día;estacion;tipo_dia
71,856;30,175;2020;2;18;14;verano;habil
63,792;30,025;2020;2;19;14;verano;habil
52,656;29,325;2020;2;20;14;verano;habil
52,992;28,725;2020;2;21;14;verano;habil
53,808;27,7;2020;2;22;14;verano;habil
52,944;27,125;2020;2;23;14;verano;habil
53,568;26,6;2020;2;0;15;verano;no habil
51,6;26,075;2020;2;1;15;verano;no habil
51,504;25,35;2020;2;2;15;verano;no habil
48,432;24,2;2020;2;3;15;verano;no habil
48,432;23,9;2020;2;4;15;verano;no habil
45,792;23,375;2020;2;5;15;verano;no habil
43,152;23,025;2020;2;6;15;verano;no habil
39,504;22,5;2020;2;7;15;verano;no habil
30,336;23,325;2020;2;8;15;verano;no habil
31,92;25,1;2020;2;9;15;verano;no habil
31,92;25,725;2020;2;10;15;verano;no habil
35,904;27,225;2020;2;11;15;verano;no habil
48,576;28,525;2020;2;12;15;verano;no habil
76,8;29,775;2020;2;13;15;verano;no habil
105,36;30,925;2020;2;14;15;verano;no habil
110,064;32,075;2020;2;15;15;verano;no habil
107,52;32,7;2020;2;16;15;verano;no habil
112,272;33,225;2020;2;17;15;verano;no habil
109,008;33,575;2020;2;18;15;verano;no habil
100,608;33,55;2020;2;19;15;verano;no habil
84,624;32,8;2020;2;20;15;verano;no habil
81,936;31,9;2020;2;21;15;verano;no habil
82,224;30,8;2020;2;22;15;verano;no habil
75,36;29,45;2020;2;23;15;verano;no habil
73,536;29,175;2020;2;0;16;verano;no habil
74,736;28,45;2020;2;1;16;verano;no habil
76,416;27,6;2020;2;2;16;verano;no habil
75,936;27,325;2020;2;3;16;verano;no habil
76,128;26,55;2020;2;4;16;verano;no habil
75,168;26,5;2020;2;5;16;verano;no habil
73,44;26,25;2020;2;6;16;verano;no habil
68,928;26,2;2020;2;7;16;verano;no habil
58,944;26,625;2020;2;8;16;verano;no habil
54,432;27,975;2020;2;9;16;verano;no habil
63,312;28,25;2020;2;10;16;verano;no habil
70,128;29,275;2020;2;11;16;verano;no habil
82,176;29,9;2020;2;12;16;verano;no habil
102,384;31,025;2020;2;13;16;verano;no habil
115,536;31,75;2020;2;14;16;verano;no habil
125,712;32,5;2020;2;15;16;verano;no habil
129,696;33,2;2020;2;16;16;verano;no habil
128,544;33,65;2020;2;17;16;verano;no habil
129,792;33,825;2020;2;18;16;verano;no habil
107,328;33,4;2020;2;19;16;verano;no habil
91,632;32,75;2020;2;20;16;verano;no habil
88,176;31,95;2020;2;21;16;verano;no habil
97,776;31,375;2020;2;22;16;verano;no habil
93,552;30,8;2020;2;23;16;verano;no habil
110,976;30,125;2020;2;0;17;verano;habil
107,376;29,45;2020;2;1;17;verano;habil
101,952;28,4;2020;2;2;17;verano;habil
96;27,35;2020;2;3;17;verano;habil
88,944;26,35;2020;2;4;17;verano;habil
84,864;25,9;2020;2;5;17;verano;habil
79,776;25,625;2020;2;6;17;verano;habil
67,632;25,475;2020;2;7;17;verano;habil
54,72;26,3;2020;2;8;17;verano;habil
50,88;28,275;2020;2;9;17;verano;habil
58,272;29,325;2020;2;10;17;verano;habil
73,296;30,575;2020;2;11;17;verano;habil
101,424;32,025;2020;2;12;17;verano;habil
132,144;33,175;2020;2;13;17;verano;habil
142,752;33,225;2020;2;14;17;verano;habil
139,296;31,975;2020;2;15;17;verano;habil
133,92;30;2020;2;16;17;verano;habil
121,68;29,05;2020;2;17;17;verano;habil
90,192;27,425;2020;2;18;17;verano;habil
68,496;26,8;2020;2;19;17;verano;habil
46,32;26,275;2020;2;20;17;verano;habil
47,376;24,775;2020;2;21;17;verano;habil
47,952;24,125;2020;2;22;17;verano;habil
49,872;23,575;2020;2;23;17;verano;habil
53,568;22,6;2020;2;0;18;verano;habil
51,36;21,525;2020;2;1;18;verano;habil
45,744;20,7;2020;2;2;18;verano;habil
42,864;19,575;2020;2;3;18;verano;habil
41,232;19,025;2020;2;4;18;verano;habil
39,024;18,875;2020;2;5;18;verano;habil
39,12;18,65;2020;2;6;18;verano;habil
38,256;18,4;2020;2;7;18;verano;habil
26,448;18,525;2020;2;8;18;verano;habil
26,016;19,2;2020;2;9;18;verano;habil
26,88;20;2020;2;10;18;verano;habil
27,408;20,85;2020;2;11;18;verano;habil
30,24;21,575;2020;2;12;18;verano;habil
34,512;22,65;2020;2;13;18;verano;habil
40,032;23,75;2020;2;14;18;verano;habil
46,896;25;2020;2;15;18;verano;habil
53,088;26,275;2020;2;16;18;verano;habil
53,232;27,475;2020;2;17;18;verano;habil
51,696;27,65;2020;2;18;18;verano;habil
44,64;27,225;2020;2;19;18;verano;habil
43,44;26,65;2020;2;20;18;verano;habil
47,712;25,95;2020;2;21;18;verano;habil
50,4;25;2020;2;22;18;verano;habil
53,616;24,15;2020;2;23;18;verano;habil
53,28;23,5;2020;2;0;19;verano;habil
53,856;22,725;2020;2;1;19;verano;habil
49,488;21,975;2020;2;2;19;verano;habil
45,264;21,3;2020;2;3;19;verano;habil
42,816;21;2020;2;4;19;verano;habil
42,336;20,525;2020;2;5;19;verano;habil
40,704;19,275;2020;2;6;19;verano;habil
34,752;18,5;2020;2;7;19;verano;habil
27,264;18,75;2020;2;8;19;verano;habil
30,144;20,55;2020;2;9;19;verano;habil
28,8;22,45;2020;2;10;19;verano;habil
28,896;23,925;2020;2;11;19;verano;habil
34,512;26,05;2020;2;12;19;verano;habil
44,016;27,425;2020;2;13;19;verano;habil
55,2;28,625;2020;2;14;19;verano;habil
69,792;29,725;2020;2;15;19;verano;habil
74,784;30,75;2020;2;16;19;verano;habil
83,664;31,125;2020;2;17;19;verano;habil
81,024;31,275;2020;2;18;19;verano;habil
61,2;31,25;2020;2;19;19;verano;habil
50,976;30,7;2020;2;20;19;verano;habil
54,48;29,8;2020;2;21;19;verano;habil
63,072;28,7;2020;2;22;19;verano;habil
69,408;27,425;2020;2;23;19;verano;habil
65,232;26,9;2020;2;0;20;verano;habil
62,784;26,5;2020;2;1;20;verano;habil
61,44;25,425;2020;2;2;20;verano;habil
54,816;24,6;2020;2;3;20;verano;habil
50,112;23,8;2020;2;4;20;verano;habil
49,872;23,025;2020;2;5;20;verano;habil
46,8;22,125;2020;2;6;20;verano;habil
40,512;21,8;2020;2;7;20;verano;habil
31,824;21,9;2020;2;8;20;verano;habil
31,2;22,15;2020;2;9;20;verano;habil
32,4;22,25;2020;2;10;20;verano;habil
32,64;23,15;2020;2;11;20;verano;habil
32,64;24,225;2020;2;12;20;verano;habil
37,2;25,475;2020;2;13;20;verano;habil
43,2;26,4;2020;2;14;20;verano;habil
52,32;27,25;2020;2;15;20;verano;habil
53,376;27,7;2020;2;16;20;verano;habil
50,064;27,825;2020;2;17;20;verano;habil
43,776;27,65;2020;2;18;20;verano;habil
38,736;27,025;2020;2;19;20;verano;habil
40,08;26,675;2020;2;20;20;verano;habil
45,696;26,15;2020;2;21;20;verano;habil
45,552;25,6;2020;2;22;20;verano;habil
45,696;24,6;2020;2;23;20;verano;habil
43,344;23,3;2020;2;0;21;verano;habil
42,432;22,25;2020;2;1;21;verano;habil
40,992;21,3;2020;2;2;21;verano;habil
37,584;20,9;2020;2;3;21;verano;habil
36,768;19,975;2020;2;4;21;verano;habil
34,992;19;2020;2;5;21;verano;habil
34,896;18,275;2020;2;6;21;verano;habil
34,512;17,7;2020;2;7;21;verano;habil
25,632;17,4;2020;2;8;21;verano;habil
23,76;17,925;2020;2;9;21;verano;habil
26,64;18,625;2020;2;10;21;verano;habil
27,072;19,525;2020;2;11;21;verano;habil
26,16;20,675;2020;2;12;21;verano;habil
27,456;21,525;2020;2;13;21;verano;habil
28,512;21,95;2020;2;14;21;verano;habil
29,424;22,5;2020;2;15;21;verano;habil
30,096;22,825;2020;2;16;21;verano;habil
30,528;23;2020;2;17;21;verano;habil
28,176;22,75;2020;2;18;21;verano;habil
27,696;22,275;2020;2;19;21;verano;habil
39,552;21,8;2020;2;20;21;verano;habil
38,4;21,175;2020;2;21;21;verano;habil
39,696;20,5;2020;2;22;21;verano;habil
40,08;20,125;2020;2;23;21;verano;habil
39,36;19,825;2020;2;0;22;verano;no habil
36,432;19,475;2020;2;1;22;verano;no habil
34,32;19,025;2020;2;2;22;verano;no habil
34,224;18,8;2020;2;3;22;verano;no habil
32,256;18,7;2020;2;4;22;verano;no habil
31,632;18,625;2020;2;5;22;verano;no habil
32,88;18,4;2020;2;6;22;verano;no habil
30,72;17,875;2020;2;7;22;verano;no habil
23,472;17,725;2020;2;8;22;verano;no habil
23,472;17,975;2020;2;9;22;verano;no habil
23,712;19,2;2020;2;10;22;verano;no habil
24,192;20,475;2020;2;11;22;verano;no habil
29,184;21,75;2020;2;12;22;verano;no habil
32,064;22,95;2020;2;13;22;verano;no habil
36,96;24,125;2020;2;14;22;verano;no habil
42,336;24,825;2020;2;15;22;verano;no habil
46,368;25,625;2020;2;16;22;verano;no habil
46,416;25,875;2020;2;17;22;verano;no habil
43,776;26,25;2020;2;18;22;verano;no habil
36,432;25,75;2020;2;19;22;verano;no habil
40,752;24,625;2020;2;20;22;verano;no habil
42,672;23,6;2020;2;21;22;verano;no habil
42,144;22,65;2020;2;22;22;verano;no habil
38,544;21,925;2020;2;23;22;verano;no habil
35,568;21,35;2020;2;0;23;verano;no habil
37,344;20,825;2020;2;1;23;verano;no habil
35,808;19,85;2020;2;2;23;verano;no habil
34,176;19,25;2020;2;3;23;verano;no habil
33,168;19;2020;2;4;23;verano;no habil
31,2;18,775;2020;2;5;23;verano;no habil
30,288;18,225;2020;2;6;23;verano;no habil
28,944;18,025;2020;2;7;23;verano;no habil
21,024;19,375;2020;2;8;23;verano;no habil
25,392;21,45;2020;2;9;23;verano;no habil
30,768;22,275;2020;2;10;23;verano;no habil
28,272;23,55;2020;2;11;23;verano;no habil
31,872;24,8;2020;2;12;23;verano;no habil
36,72;26,075;2020;2;13;23;verano;no habil
41,52;27;2020;2;14;23;verano;no habil
52,992;27,8;2020;2;15;23;verano;no habil
57,792;28,45;2020;2;16;23;verano;no habil
62,304;29;2020;2;17;23;verano;no habil
59,952;29,25;2020;2;18;23;verano;no habil
55,152;29,075;2020;2;19;23;verano;no habil
49,488;28,375;2020;2;20;23;verano;no habil
53,04;27,2;2020;2;21;23;verano;no habil
55,488;26,325;2020;2;22;23;verano;no habil
50,208;25,25;2020;2;23;23;verano;no habil
49,248;24,225;2020;2;0;24;verano;no habil
47,088;23,175;2020;2;1;24;verano;no habil
44,16;22,4;2020;2;2;24;verano;no habil
40,368;21,575;2020;2;3;24;verano;no habil
39,264;21,25;2020;2;4;24;verano;no habil
36,816;20,8;2020;2;5;24;verano;no habil
35,616;20,25;2020;2;6;24;verano;no habil
32,016;20;2020;2;7;24;verano;no habil
28,32;19,725;2020;2;8;24;verano;no habil
28,08;20,725;2020;2;9;24;verano;no habil
34,272;21,65;2020;2;10;24;verano;no habil
36,192;23,15;2020;2;11;24;verano;no habil
36,72;25,3;2020;2;12;24;verano;no habil
40,416;26,475;2020;2;13;24;verano;no habil
53,808;27,675;2020;2;14;24;verano;no habil
62,688;28,825;2020;2;15;24;verano;no habil
67,44;29,75;2020;2;16;24;verano;no habil
72,528;30,325;2020;2;17;24;verano;no habil
68,256;30,45;2020;2;18;24;verano;no habil
61,92;30,125;2020;2;19;24;verano;no habil
57,408;29,325;2020;2;20;24;verano;no habil
54,144;28,65;2020;2;21;24;verano;no habil
54,24;28;2020;2;22;24;verano;no habil
49,584;26,475;2020;2;23;24;verano;no habil
45,504;24,25;2020;2;0;25;verano;no habil
44,352;22,925;2020;2;1;25;verano;no habil
44,64;22,75;2020;2;2;25;verano;no habil
42,816;22,55;2020;2;3;25;verano;no habil
40,128;22,15;2020;2;4;25;verano;no habil
39,552;21,475;2020;2;5;25;verano;no habil
39,36;20,2;2020;2;6;25;verano;no habil
34,224;19,45;2020;2;7;25;verano;no habil
28,08;19,725;2020;2;8;25;verano;no habil
30,72;20,925;2020;2;9;25;verano;no habil
33,696;22,475;2020;2;10;25;verano;no habil
34,512;23,975;2020;2;11;25;verano;no habil
34,416;25,6;2020;2;12;25;verano;no habil
42,816;26,25;2020;2;13;25;verano;no habil
54,144;27,175;2020;2;14;25;verano;no habil
61,344;27,525;2020;2;15;25;verano;no habil
63,264;28,3;2020;2;16;25;verano;no habil
65,28;28,5;2020;2;17;25;verano;no habil
64,512;28,75;2020;2;18;25;verano;no habil
52,752;28,475;2020;2;19;25;verano;no habil
51,888;27,825;2020;2;20;25;verano;no habil
55,584;26,975;2020;2;21;25;verano;no habil
53,856;26;2020;2;22;25;verano;no habil
54,768;24,925;2020;2;23;25;verano;no habil
55,536;24,4;2020;2;0;26;verano;habil
52,848;24,375;2020;2;1;26;verano;habil
46,176;23,8;2020;2;2;26;verano;habil
43,344;23,025;2020;2;3;26;verano;habil
43,152;22,4;2020;2;4;26;verano;habil
40,656;20;2020;2;5;26;verano;habil
41,136;17,775;2020;2;6;26;verano;habil
36,912;17,475;2020;2;7;26;verano;habil
26,016;17,65;2020;2;8;26;verano;habil
25,152;19,05;2020;2;9;26;verano;habil
24,528;20,925;2020;2;10;26;verano;habil
27,696;22,45;2020;2;11;26;verano;habil
34,752;24,35;2020;2;12;26;verano;habil
46,608;26,225;2020;2;13;26;verano;habil
57,792;27,85;2020;2;14;26;verano;habil
66,672;29,3;2020;2;15;26;verano;habil
66,816;30,075;2020;2;16;26;verano;habil
70,464;30,8;2020;2;17;26;verano;habil
71,712;30,6;2020;2;18;26;verano;habil
66,864;30,575;2020;2;19;26;verano;habil
51,552;29,825;2020;2;20;26;verano;habil
58,512;29;2020;2;21;26;verano;habil
61,152;27,825;2020;2;22;26;verano;habil
65,184;26,725;2020;2;23;26;verano;habil
66,24;26,2;2020;2;0;27;verano;habil
56,736;25,4;2020;2;1;27;verano;habil
55,392;24,425;2020;2;2;27;verano;habil
51,888;23,425;2020;2;3;27;verano;habil
51,936;23,375;2020;2;4;27;verano;habil
48,336;23,1;2020;2;5;27;verano;habil
44,976;22,175;2020;2;6;27;verano;habil
40,128;21,3;2020;2;7;27;verano;habil
30,288;22,1;2020;2;8;27;verano;habil
33,792;25,1;2020;2;9;27;verano;habil
35,184;26,825;2020;2;10;27;verano;habil
41,328;28,175;2020;2;11;27;verano;habil
53,232;29,175;2020;2;12;27;verano;habil
72,816;30,1;2020;2;13;27;verano;habil
85,344;31,375;2020;2;14;27;verano;habil
97,2;31,925;2020;2;15;27;verano;habil
102,096;32,675;2020;2;16;27;verano;habil
103,584;32,9;2020;2;17;27;verano;habil
101,856;33,125;2020;2;18;27;verano;habil
90,672;32,825;2020;2;19;27;verano;habil
73,968;31,075;2020;2;20;27;verano;habil
66,576;29,55;2020;2;21;27;verano;habil
67,008;28,925;2020;2;22;27;verano;habil
69,024;28,25;2020;2;23;27;verano;habil
70,848;27,55;2020;2;0;28;verano;habil
68,592;26,35;2020;2;1;28;verano;habil
67,008;26,05;2020;2;2;28;verano;habil
63,6;24,825;2020;2;3;28;verano;habil
59,52;24,35;2020;2;4;28;verano;habil
57,744;24,1;2020;2;5;28;verano;habil
55,344;23,575;2020;2;6;28;verano;habil
51,216;22,825;2020;2;7;28;verano;habil
38,16;23,175;2020;2;8;28;verano;habil
38,784;25,45;2020;2;9;28;verano;habil
38,592;26,2;2020;2;10;28;verano;habil
49,728;27,525;2020;2;11;28;verano;habil
63,072;28,8;2020;2;12;28;verano;habil
83,52;29,925;2020;2;13;28;verano;habil
103,536;31,3;2020;2;14;28;verano;habil
107,424;31,975;2020;2;15;28;verano;habil
113,04;32,5;2020;2;16;28;verano;habil
107,424;33,3;2020;2;17;28;verano;habil
101,808;33,7;2020;2;18;28;verano;habil
85,152;32,975;2020;2;19;28;verano;habil
69,792;32,175;2020;2;20;28;verano;habil
69,168;31,175;2020;2;21;28;verano;habil
78;30,3;2020;2;22;28;verano;habil
82,56;29,875;2020;2;23;28;verano;habil
80,928;29,025;2020;2;0;29;verano;no habil
74,832;28,425;2020;2;1;29;verano;no habil
70,176;27,35;2020;2;2;29;verano;no habil
69,552;26,65;2020;2;3;29;verano;no habil
70,032;25,95;2020;2;4;29;verano;no habil
66,768;25,55;2020;2;5;29;verano;no habil
65,472;25,275;2020;2;6;29;verano;no habil
57,696;24,575;2020;2;7;29;verano;no habil
46,128;24,625;2020;2;8;29;verano;no habil
45,168;26,7;2020;2;9;29;verano;no habil
45,072;26,125;2020;2;10;29;verano;no habil
51,216;27,825;2020;2;11;29;verano;no habil
68,544;29,225;2020;2;12;29;verano;no habil
95,136;30,7;2020;2;13;29;verano;no habil
111,984;31,775;2020;2;14;29;verano;no habil
123,12;32,875;2020;2;15;29;verano;no habil
129,216;33,675;2020;2;16;29;verano;no habil
126,72;34,175;2020;2;17;29;verano;no habil
118,848;34,3;2020;2;18;29;verano;no habil
97,2;34,1;2020;2;19;29;verano;no habil
79,2;32,85;2020;2;20;29;verano;no habil
74,496;31,625;2020;2;21;29;verano;no habil
71,76;30,975;2020;2;22;29;verano;no habil
69,552;30,325;2020;2;23;29;verano;no habil
71,04;29,45;2020;3;0;1;otoño;no habil
73,68;28,85;2020;3;1;1;otoño;no habil
74,976;28,175;2020;3;2;1;otoño;no habil
74,16;27,575;2020;3;3;1;otoño;no habil
73,152;26,75;2020;3;4;1;otoño;no habil
71,568;26,3;2020;3;5;1;otoño;no habil
72,336;25,95;2020;3;6;1;otoño;no habil
65,04;24,725;2020;3;7;1;otoño;no habil
50,832;24,95;2020;3;8;1;otoño;no habil
51,216;26,8;2020;3;9;1;otoño;no habil
59,04;28,6;2020;3;10;1;otoño;no habil
61,968;29,925;2020;3;11;1;otoño;no habil
71,808;31,225;2020;3;12;1;otoño;no habil
99,312;32,225;2020;3;13;1;otoño;no habil
108,048;33,15;2020;3;14;1;otoño;no habil
120,624;33,775;2020;3;15;1;otoño;no habil
131,088;34,15;2020;3;16;1;otoño;no habil
133,44;34,425;2020;3;17;1;otoño;no habil
131,232;34,4;2020;3;18;1;otoño;no habil
118,464;33,975;2020;3;19;1;otoño;no habil
89,472;32,725;2020;3;20;1;otoño;no habil
90,576;31,375;2020;3;21;1;otoño;no habil
97,056;30,75;2020;3;22;1;otoño;no habil
100,848;30,075;2020;3;23;1;otoño;no habil
98,592;29,175;2020;3;0;2;otoño;habil
92,64;28,4;2020;3;1;2;otoño;habil
85,68;27,475;2020;3;2;2;otoño;habil
83,568;26,575;2020;3;3;2;otoño;habil
77,088;25,75;2020;3;4;2;otoño;habil
71,424;25,025;2020;3;5;2;otoño;habil
69,552;24,5;2020;3;6;2;otoño;habil
50,448;23,25;2020;3;7;2;otoño;habil
37,44;22,7;2020;3;8;2;otoño;habil
39,504;24,4;2020;3;9;2;otoño;habil
39,936;25,7;2020;3;10;2;otoño;habil
51,168;27,65;2020;3;11;2;otoño;habil
71,232;29,175;2020;3;12;2;otoño;habil
91,968;30,3;2020;3;13;2;otoño;habil
109,92;31,2;2020;3;14;2;otoño;habil
115,296;32,1;2020;3;15;2;otoño;habil
121,248;32,5;2020;3;16;2;otoño;habil
121,056;32,9;2020;3;17;2;otoño;habil
118,8;33,225;2020;3;18;2;otoño;habil
106,56;33,025;2020;3;19;2;otoño;habil
76,464;32,05;2020;3;20;2;otoño;habil
80,544;30,925;2020;3;21;2;otoño;habil
94,704;29,725;2020;3;22;2;otoño;habil
97,056;28,925;2020;3;23;2;otoño;habil
97,584;28,3;2020;3;0;3;otoño;habil
93,264;27,2;2020;3;1;3;otoño;habil
84,432;26,325;2020;3;2;3;otoño;habil
78,72;25,45;2020;3;3;3;otoño;habil
73,008;24,775;2020;3;4;3;otoño;habil
67,392;24,3;2020;3;5;3;otoño;habil
66,672;23,95;2020;3;6;3;otoño;habil
49,392;23,575;2020;3;7;3;otoño;habil
38,064;24;2020;3;8;3;otoño;habil
35,424;24,725;2020;3;9;3;otoño;habil
41,328;26,15;2020;3;10;3;otoño;habil
45,408;28,1;2020;3;11;3;otoño;habil
63,552;29,7;2020;3;12;3;otoño;habil
88,992;31,2;2020;3;13;3;otoño;habil
110,352;32,325;2020;3;14;3;otoño;habil
118,032;33,3;2020;3;15;3;otoño;habil
124,752;33,8;2020;3;16;3;otoño;habil
122,688;34,2;2020;3;17;3;otoño;habil
124,512;34,375;2020;3;18;3;otoño;habil
114,48;34,05;2020;3;19;3;otoño;habil
80,304;33;2020;3;20;3;otoño;habil
92,736;31,65;2020;3;21;3;otoño;habil
96,288;30,475;2020;3;22;3;otoño;habil
109,056;29,9;2020;3;23;3;otoño;habil
109,2;29,425;2020;3;0;4;otoño;habil
98,16;28,75;2020;3;1;4;otoño;habil
93,024;27,875;2020;3;2;4;otoño;habil
89,712;26,925;2020;3;3;4;otoño;habil
84;26,15;2020;3;4;4;otoño;habil
78,24;25,5;2020;3;5;4;otoño;habil
69,504;24,925;2020;3;6;4;otoño;habil
58,992;24,75;2020;3;7;4;otoño;habil
41,664;25,2;2020;3;8;4;otoño;habil
40,656;25,9;2020;3;9;4;otoño;habil
41,04;27,175;2020;3;10;4;otoño;habil
49,056;28,6;2020;3;11;4;otoño;habil
68,832;30,3;2020;3;12;4;otoño;habil
103,296;31,6;2020;3;13;4;otoño;habil
119,712;33,175;2020;3;14;4;otoño;habil
125,04;34,075;2020;3;15;4;otoño;habil
134,688;34,8;2020;3;16;4;otoño;habil
127,2;34,675;2020;3;17;4;otoño;habil
118,752;34,55;2020;3;18;4;otoño;habil
103,008;34,2;2020;3;19;4;otoño;habil
90,144;33,4;2020;3;20;4;otoño;habil
83,472;32,025;2020;3;21;4;otoño;habil
100,08;31,225;2020;3;22;4;otoño;habil
104,832;30,675;2020;3;23;4;otoño;habil
99,264;29,75;2020;3;0;5;otoño;habil
86,736;28,45;2020;3;1;5;otoño;habil
85,248;28;2020;3;2;5;otoño;habil
82,944;27,35;2020;3;3;5;otoño;habil
80,448;27,025;2020;3;4;5;otoño;habil
77,04;27,1;2020;3;5;5;otoño;habil
72,096;26,325;2020;3;6;5;otoño;habil
58,752;26,75;2020;3;7;5;otoño;habil
44,448;26,85;2020;3;8;5;otoño;habil
43,392;27,6;2020;3;9;5;otoño;habil
42,576;29,575;2020;3;10;5;otoño;habil
56,544;31,075;2020;3;11;5;otoño;habil
80,352;31,925;2020;3;12;5;otoño;habil
110,16;33,15;2020;3;13;5;otoño;habil
124,752;34,3;2020;3;14;5;otoño;habil
129,552;35,05;2020;3;15;5;otoño;habil
127,008;35,675;2020;3;16;5;otoño;habil
133,248;36,175;2020;3;17;5;otoño;habil
130,128;35,975;2020;3;18;5;otoño;habil
113,184;35,3;2020;3;19;5;otoño;habil
85,056;34,275;2020;3;20;5;otoño;habil
99,792;32,95;2020;3;21;5;otoño;habil
107,472;32,475;2020;3;22;5;otoño;habil
117,888;31,75;2020;3;23;5;otoño;habil
117,072;30,275;2020;3;0;6;otoño;habil
106,848;29,9;2020;3;1;6;otoño;habil
104,928;28,55;2020;3;2;6;otoño;habil
94,032;27,75;2020;3;3;6;otoño;habil
92,064;27,375;2020;3;4;6;otoño;habil
91,2;26,975;2020;3;5;6;otoño;habil
81,984;26,625;2020;3;6;6;otoño;habil
71,76;24,925;2020;3;7;6;otoño;habil
51,84;24,35;2020;3;8;6;otoño;habil
45,024;24,75;2020;3;9;6;otoño;habil
46,032;25,325;2020;3;10;6;otoño;habil
50,88;26,35;2020;3;11;6;otoño;habil
68,64;27,525;2020;3;12;6;otoño;habil
96,48;28,85;2020;3;13;6;otoño;habil
111,744;30,025;2020;3;14;6;otoño;habil
112,416;31;2020;3;15;6;otoño;habil
107,712;31,9;2020;3;16;6;otoño;habil
109,584;32,6;2020;3;17;6;otoño;habil
110,736;32,95;2020;3;18;6;otoño;habil
100,128;33;2020;3;19;6;otoño;habil
82,56;32,45;2020;3;20;6;otoño;habil
88,128;31,8;2020;3;21;6;otoño;habil
106,56;31,1;2020;3;22;6;otoño;habil
107,232;29,725;2020;3;23;6;otoño;habil
103,776;29,1;2020;3;0;7;otoño;no habil
94,992;28,525;2020;3;1;7;otoño;no habil
92,544;27,725;2020;3;2;7;otoño;no habil
83,28;26,95;2020;3;3;7;otoño;no habil
80,64;26,575;2020;3;4;7;otoño;no habil
77,184;26,15;2020;3;5;7;otoño;no habil
75,408;25,5;2020;3;6;7;otoño;no habil
70,416;24,875;2020;3;7;7;otoño;no habil
57,312;24,55;2020;3;8;7;otoño;no habil
55,872;25,775;2020;3;9;7;otoño;no habil
56,832;27,125;2020;3;10;7;otoño;no habil
74,208;28,675;2020;3;11;7;otoño;no habil
87,024;30,4;2020;3;12;7;otoño;no habil
119,904;31,65;2020;3;13;7;otoño;no habil
135,84;32,825;2020;3;14;7;otoño;no habil
139,872;33,6;2020;3;15;7;otoño;no habil
145,248;34,4;2020;3;16;7;otoño;no habil
148,896;34,775;2020;3;17;7;otoño;no habil
143,424;35,075;2020;3;18;7;otoño;no habil
129,648;34,975;2020;3;19;7;otoño;no habil
97,008;34;2020;3;20;7;otoño;no habil
101,664;32,675;2020;3;21;7;otoño;no habil
99,168;31,55;2020;3;22;7;otoño;no habil
92,304;30,95;2020;3;23;7;otoño;no habil
89,52;30,4;2020;3;0;8;otoño;no habil
87,456;29,5;2020;3;1;8;otoño;no habil
88,368;28,925;2020;3;2;8;otoño;no habil
88,752;28,175;2020;3;3;8;otoño;no habil
89,904;27,25;2020;3;4;8;otoño;no habil
87,36;26,8;2020;3;5;8;otoño;no habil
86,448;26,55;2020;3;6;8;otoño;no habil
76,8;26,05;2020;3;7;8;otoño;no habil
66,384;24,75;2020;3;8;8;otoño;no habil
67,152;24,425;2020;3;9;8;otoño;no habil
58,512;24,975;2020;3;10;8;otoño;no habil
56,208;25,875;2020;3;11;8;otoño;no habil
56,928;26,775;2020;3;12;8;otoño;no habil
74,976;28,1;2020;3;13;8;otoño;no habil
98,928;29,275;2020;3;14;8;otoño;no habil
109,056;30,4;2020;3;15;8;otoño;no habil
122,112;30,975;2020;3;16;8;otoño;no habil
120,624;31,375;2020;3;17;8;otoño;no habil
112,224;31,275;2020;3;18;8;otoño;no habil
94,944;31,125;2020;3;19;8;otoño;no habil
79,728;30,5;2020;3;20;8;otoño;no habil
93,936;29,95;2020;3;21;8;otoño;no habil
94,224;29,45;2020;3;22;8;otoño;no habil
92,64;29,025;2020;3;23;8;otoño;no habil
92,832;28,725;2020;3;0;9;otoño;habil
94,944;28,475;2020;3;1;9;otoño;habil
85,68;27,875;2020;3;2;9;otoño;habil
84,528;27;2020;3;3;9;otoño;habil
83,184;25,4;2020;3;4;9;otoño;habil
76,368;24,35;2020;3;5;9;otoño;habil
68,544;23,925;2020;3;6;9;otoño;habil
58,176;23,625;2020;3;7;9;otoño;habil
43,104;23,325;2020;3;8;9;otoño;habil
35,232;23,725;2020;3;9;9;otoño;habil
36;24,35;2020;3;10;9;otoño;habil
43,968;25,725;2020;3;11;9;otoño;habil
50,784;26,9;2020;3;12;9;otoño;habil
68,016;27,775;2020;3;13;9;otoño;habil
85,968;28,775;2020;3;14;9;otoño;habil
93,504;29,8;2020;3;15;9;otoño;habil
101,568;30,625;2020;3;16;9;otoño;habil
104,592;31,175;2020;3;17;9;otoño;habil
103,056;31,15;2020;3;18;9;otoño;habil
84,384;31,05;2020;3;19;9;otoño;habil
74,16;30,5;2020;3;20;9;otoño;habil
80,592;30,125;2020;3;21;9;otoño;habil
87,024;30,05;2020;3;22;9;otoño;habil
110,352;29,6;2020;3;23;9;otoño;habil
112,992;29,35;2020;3;0;10;otoño;habil
103,056;28,25;2020;3;1;10;otoño;habil
95,136;26,8;2020;3;2;10;otoño;habil
89,328;26;2020;3;3;10;otoño;habil
85,632;25,3;2020;3;4;10;otoño;habil
81,072;24,575;2020;3;5;10;otoño;habil
73,152;23,775;2020;3;6;10;otoño;habil
